Martian Runtime - v4.0.11
Serving UI at http://qnode0169:37285?auth=JT99PB8WyzN20jGkgUTqaTatzpRUXPt7qRZRMF9VIuM

Running preflight checks (please wait)...
Checking sample info...
Checking FASTQ folder...
Checking reference...
Checking reference_path (/gpfs/projects/b1042/GoyalLab/egrody/genomes/Mmul_10_mac239) on qnode0169...
Checking optional arguments...
mro: v4.0.11
mrp: v4.0.11
Anaconda: Python 3.10.11
numpy: 1.24.3
scipy: 1.10.1
pysam: 0.21.0
h5py: 3.6.0
pandas: 1.5.3
STAR: 2.7.2a
samtools: samtools 1.16.1
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.FULL_COUNT_INPUTS.WRITE_GENE_INDEX
2025-10-20 08:21:43 [runtime] (run:local)       ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.FULL_COUNT_INPUTS.WRITE_GENE_INDEX.fork0.chnk0.main
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.CHECK_SINGLE_BEAM_MODE
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MAKE_FULL_CONFIG._MAKE_VDJ_CONFIG
2025-10-20 08:21:43 [runtime] (run:local)       ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MAKE_FULL_CONFIG._MAKE_VDJ_CONFIG.fork0.chnk0.main
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.SANITIZE_MAP_CALLS
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR._BASIC_SC_RNA_COUNTER._MATRIX_COMPUTER.COMPUTE_CORRECTION_FACTOR
2025-10-20 08:21:43 [runtime] (run:local)       ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR._BASIC_SC_RNA_COUNTER._MATRIX_COMPUTER.COMPUTE_CORRECTION_FACTOR.fork0.chnk0.main
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.DETECT_COUNT_CHEMISTRY
2025-10-20 08:21:43 [runtime] (run:local)       ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.DETECT_COUNT_CHEMISTRY.fork0.chnk0.main
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.WRITE_GENE_INDEX
2025-10-20 08:21:43 [runtime] (run:local)       ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.WRITE_GENE_INDEX.fork0.chnk0.main
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.SPLIT_VDJ_INPUTS
2025-10-20 08:21:43 [runtime] (chunks_complete) ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MAKE_FULL_CONFIG._MAKE_VDJ_CONFIG
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.MULTI_SETUP_CHUNKS
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_T_GEM_WELL_PROCESSOR.MULTI_SETUP_CHUNKS
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_T_GD_GEM_WELL_PROCESSOR.MULTI_SETUP_CHUNKS
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.MAKE_SHARD
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_T_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.MAKE_SHARD
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_T_GD_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.MAKE_SHARD
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.BARCODE_CORRECTION
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_T_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.BARCODE_CORRECTION
2025-10-20 08:21:43 [runtime] (ready)           ID.Mmul_10_mac239_D195_tat.SC_RNA_COUNTER_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_T_GD_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.BARCODE_CORRECTION
